Participant;Part_Numb;Modality;TFD;Fix_count;First_pass;Regression;Reg_Count;IA;Creativity;Errors;Errors.check;Error_Type;Severity;Errorcombination;ErrorPoint;ErrorCount;Freq
P02B;2;MT;424;2;149;149;1;maar;Non-UCP;Not;1;Not;Not;Not;0;0;6,77
P02B;2;MT;174;1;174;174;0;vrijgezellen;Reproduction;Error;2;Accuracy;Major;AccMaj;5;1;3,17
P02B;2;MT;155;1;155;155;0;langs;Reproduction;Not;1;Not;Not;Not;0;0;5,31
P02B;2;MT;378;2;165;378;0;tenzij;Non-UCP;Not;1;Not;Not;Not;0;0;4,71
P02B;2;MT;144;1;144;144;0;er;Non-UCP;Not;1;Not;Not;Not;0;0;6,78
P02B;2;MT;447;2;183;183;1;iemand;Non-UCP;Not;1;Not;Not;Not;0;0;5,79
P02B;2;MT;340;2;181;340;0;belde;Reproduction;Error;2;Fluency;Minor;FluMin;1;1;4,12
P02B;2;MT;490;2;246;490;0;nadat;Non-UCP;Not;1;Not;Not;Not;0;0;5,3
P02B;2;MT;0;0;0;0;0;ik;Non-UCP;Not;1;Not;Not;Not;0;0;7,11
P02B;2;MT;0;0;0;0;0;was;Non-UCP;Not;1;Not;Not;Not;0;0;6,61
P02B;2;MT;464;3;192;464;0;vertrokken;Non-UCP;Not;1;Not;Not;Not;0;0;4,47
P02B;2;MT;0;0;0;0;0;Hoe;CS;Error;2;Fluency;Minor;FluMin;1;1;6,23
P02B;2;MT;0;0;0;0;0;heet;CS;Error;2;Fluency;Minor;FluMin;1;1;5,02
P02B;2;MT;149;1;149;149;0;hij?;CS;Error;2;Fluency;Minor;FluMin;1;1;6,7
P02B;2;MT;580;2;388;388;1;Wehling;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;141;1;141;141;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P02B;2;MT;0;0;0;0;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;730;4;224;383;2;wachtende;Non-UCP;Not;1;Not;Not;Not;0;0;2,97
P02B;2;MT;145;1;145;145;0;vader;Non-UCP;Not;1;Not;Not;Not;0;0;5,43
P02B;2;MT;140;1;140;140;0;Hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P02B;2;MT;322;2;121;322;0;ging;Non-UCP;Not;1;Not;Not;Not;0;0;5,63
P02B;2;MT;444;2;166;444;0;rechtop;Non-UCP;Not;1;Not;Not;Not;0;0;3,63
P02B;2;MT;386;2;177;177;1;zitten;Non-UCP;Not;1;Not;Not;Not;0;0;5,56
P02B;2;MT;0;0;0;0;0;met;CS;Error;2;Accuracy;Minor;AccMin;1;1;7
P02B;2;MT;0;0;0;0;0;rode;CS;Error;2;Accuracy;Minor;AccMin;1;1;5,12
P02B;2;MT;449;2;258;449;0;ogen;CS;Error;2;Accuracy;Minor;AccMin;1;1;5,24
P02B;2;MT;0;0;0;0;0;en;CS;Error;2;Accuracy;Minor;AccMin;1;1;7,4
P02B;2;MT;0;0;0;0;0;een;CS;Error;2;Accuracy;Minor;AccMin;1;1;7,41
P02B;2;MT;459;2;228;228;1;wilde;CS;Error;2;Accuracy;Minor;AccMin;1;1;5,29
P02B;2;MT;201;1;201;201;0;blik;CS;Error;2;Accuracy;Minor;AccMin;1;1;4,53
P02B;2;MT;0;0;0;0;0;in;CS;Error;2;Accuracy;Minor;AccMin;1;1;7,36
P02B;2;MT;0;0;0;0;0;zijn;CS;Error;2;Accuracy;Minor;AccMin;1;1;6,96
P02B;2;MT;127;1;127;127;0;ogen;CS;Error;2;Accuracy;Minor;AccMin;1;1;5,24
P02B;2;MT;183;2;84;84;1;Edward;Non-UCP;Not;1;Not;Not;Not;0;0;4,16
P02B;2;MT;220;1;220;220;0;K;Non-UCP;Not;1;Not;Not;Not;0;0;4,79
P02B;2;MT;1130;4;285;285;3;Wehling;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;190;1;190;190;0;jr;Non-UCP;Not;1;Not;Not;Not;0;0;4,43
P02B;2;MT;182;1;182;182;0;is;Non-UCP;Not;1;Not;Not;Not;0;0;7,2
P02B;2;MT;161;1;161;161;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;268;1;268;268;0;naam;Non-UCP;Not;1;Not;Not;Not;0;0;5,69
P02B;2;MT;350;2;160;160;1;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P02B;2;MT;0;0;0;0;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;651;3;231;231;2;aanstaande;Reproduction;Error;2;Fluency;Minor;FluMin;1;1;4,13
P02B;2;MT;825;3;289;531;1;gelukkige;Reproduction;Error;2;Fluency;Minor;FluMin;1;1;4,11
P02B;2;MT;0;0;0;0;0;vader;Reproduction;Not;1;Not;Not;Not;0;0;5,43
P02B;2;MT;167;1;167;167;0;Hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P02B;2;MT;674;2;134;134;1;hief;Non-UCP;Not;1;Not;Not;Not;0;0;2,76
P02B;2;MT;0;0;0;0;0;zijn;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P02B;2;MT;97;1;97;97;0;rechterhand;Non-UCP;Not;1;Not;Not;Not;0;0;3,78
P02B;2;MT;0;0;0;0;0;op;Non-UCP;Not;1;Not;Not;Not;0;0;7,12
P02B;2;MT;665;3;203;203;2;keek;Non-UCP;Not;1;Not;Not;Not;0;0;4,64
P02B;2;MT;726;3;231;542;1;naar;Non-UCP;Not;1;Not;Not;Not;0;0;6,65
P02B;2;MT;81;1;81;81;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P02B;2;MT;280;1;280;280;0;plek;Non-UCP;Not;1;Not;Not;Not;0;0;5,23
P02B;2;MT;0;0;0;0;0;op;Non-UCP;Not;1;Not;Not;Not;0;0;7,12
P02B;2;MT;0;0;0;0;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;0;0;0;0;0;muur;Non-UCP;Not;1;Not;Not;Not;0;0;4,83
P02B;2;MT;227;1;227;227;0;en;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P02B;2;MT;0;0;0;0;0;liet;Non-UCP;Not;1;Not;Not;Not;0;0;5,09
P02B;2;MT;396;2;266;396;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P02B;2;MT;0;0;0;0;0;schor;Reproduction;Not;1;Not;Not;Not;0;0;2,73
P02B;2;MT;0;0;0;0;0;ongelukkig;Reproduction;Not;1;Not;Not;Not;0;0;3,98
P02B;2;MT;0;0;0;0;0;lachje;Reproduction;Not;1;Not;Not;Not;0;0;2,9
P02B;2;MT;0;0;0;0;0;horen;Non-UCP;Not;1;Not;Not;Not;0;0;5,38
P02B;2;MT;271;2;22;271;0;Present;Non-UCP;Not;1;Not;Not;Not;0;0;3,7
P02B;2;MT;0;0;0;0;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P02B;2;MT;30;1;30;30;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P02B;2;MT;0;0;0;0;0;O;Non-UCP;Not;1;Not;Not;Not;0;0;5,33
P02B;2;MT;224;1;224;224;0;meneer;Non-UCP;Not;1;Not;Not;Not;0;0;4,71
P02B;2;MT;699;3;317;699;0;Wehling;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;0;0;0;0;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P02B;2;MT;151;1;151;151;0;dokter;Non-UCP;Not;1;Not;Not;Not;0;0;4,51
P02B;2;MT;0;0;0;0;0;Hitz;Non-UCP;Not;1;Not;Not;Not;0;0;1,88
P02B;2;MT;0;0;0;0;0;ik;Non-UCP;Not;1;Not;Not;Not;0;0;7,11
P02B;2;MT;222;1;222;222;0;heb;Non-UCP;Error;2;Fluency;Minor;FluMin;1;1;6,38
P02B;2;MT;0;0;0;0;0;u;CS;Not;1;Not;Not;Not;0;0;6,39
P02B;2;MT;148;1;148;148;0;niet;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P02B;2;MT;178;1;178;178;0;gezien;Non-UCP;Not;1;Not;Not;Not;0;0;5,63
P02B;2;MT;0;0;0;0;0;De;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;781;4;166;326;2;onzichtbare;Reproduction;Not;1;Not;Not;Not;0;0;3,87
P02B;2;MT;0;0;0;0;0;man;Reproduction;Not;1;Not;Not;Not;0;0;5,85
P02B;2;MT;207;1;207;207;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P02B;2;MT;99;1;99;99;0;Wehling;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;0;0;0;0;0;Ze;Non-UCP;Not;1;Not;Not;Not;0;0;6,69
P02B;2;MT;834;4;218;666;1;hebben;Non-UCP;Not;1;Not;Not;Not;0;0;6,49
P02B;2;MT;185;1;185;185;0;me;Non-UCP;Not;1;Not;Not;Not;0;0;6,25
P02B;2;MT;0;0;0;0;0;net;Non-UCP;Not;1;Not;Not;Not;0;0;5,86
P02B;2;MT;379;2;214;379;0;gebeld;Non-UCP;Not;1;Not;Not;Not;0;0;4,46
P02B;2;MT;0;0;0;0;0;met;Non-UCP;Not;1;Not;Not;Not;0;0;7
P02B;2;MT;0;0;0;0;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;261;1;261;261;0;mededeling;Non-UCP;Not;1;Not;Not;Not;0;0;4,05
P02B;2;MT;90;1;90;90;0;dat;Non-UCP;Not;1;Not;Not;Not;0;0;7,1
P02B;2;MT;0;0;0;0;0;uw;Non-UCP;Not;1;Not;Not;Not;0;0;5,78
P02B;2;MT;147;1;147;147;0;drieling;Non-UCP;Not;1;Not;Not;Not;0;0;2,87
P02B;2;MT;272;1;272;272;0;geboren;Non-UCP;Not;1;Not;Not;Not;0;0;5,12
P02B;2;MT;0;0;0;0;0;is;Non-UCP;Not;1;Not;Not;Not;0;0;7,2
P02B;2;MT;141;1;141;141;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P02B;2;MT;154;1;154;154;0;dokter;Non-UCP;Not;1;Not;Not;Not;0;0;4,51
P02B;2;MT;250;1;250;250;0;Hitz;Non-UCP;Not;1;Not;Not;Not;0;0;1,88
P02B;2;MT;0;0;0;0;0;Ze;Non-UCP;Not;1;Not;Not;Not;0;0;6,69
P02B;2;MT;165;1;165;165;0;zijn;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P02B;2;MT;198;1;198;0;0;allemaal;Non-UCP;Error;2;Style;Minor;StyMin;1;1;5,71
P02B;2;MT;0;0;0;0;0;in;Non-UCP;Error;2;Style;Minor;StyMin;1;1;7,36
P02B;2;MT;134;1;134;134;0;orde;Non-UCP;Error;2;Style;Minor;StyMin;1;1;5,27
P02B;2;MT;0;0;0;0;0;en;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P02B;2;MT;0;0;0;0;0;de;Reproduction;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;228;1;228;228;0;moeder;Reproduction;Not;1;Not;Not;Not;0;0;5,41
P02B;2;MT;0;0;0;0;0;ook;Non-UCP;Not;1;Not;Not;Not;0;0;6,69
P02B;2;MT;0;0;0;0;0;Ik;Non-UCP;Not;1;Not;Not;Not;0;0;7,11
P02B;2;MT;180;1;180;180;0;ben;Non-UCP;Not;1;Not;Not;Not;0;0;6,29
P02B;2;MT;0;0;0;0;0;nu;Non-UCP;Not;1;Not;Not;Not;0;0;6,37
P02B;2;MT;164;1;164;164;0;op;Non-UCP;Not;1;Not;Not;Not;0;0;7,12
P02B;2;MT;272;1;272;272;0;weg;Non-UCP;Not;1;Not;Not;Not;0;0;5,8
P02B;2;MT;103;1;103;103;0;naar;Non-UCP;Not;1;Not;Not;Not;0;0;6,65
P02B;2;MT;0;0;0;0;0;ze;Non-UCP;Not;1;Not;Not;Not;0;0;6,69
P02B;2;MT;175;1;175;175;0;toe;Non-UCP;Not;1;Not;Not;Not;0;0;5,74
P02B;2;MT;209;1;209;209;0;Hoera;Non-UCP;Not;1;Not;Not;Not;0;0;3,69
P02B;2;MT;523;2;351;351;1;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P02B;2;MT;227;1;227;227;0;Wehling;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;179;1;179;179;0;wezenloos;CS;Not;1;Not;Not;Kudos;0;0;2,54
P02B;2;MT;0;0;0;0;0;U;Non-UCP;Not;1;Not;Not;Not;0;0;6,39
P02B;2;MT;0;0;0;0;0;klinkt;Non-UCP;Not;1;Not;Not;Not;0;0;4,87
P02B;2;MT;135;1;135;135;0;niet;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P02B;2;MT;0;0;0;0;0;erg;Non-UCP;Not;1;Not;Not;Not;0;0;5,71
P02B;2;MT;156;1;156;156;0;gelukkig;Non-UCP;Not;1;Not;Not;Not;0;0;5,23
P02B;2;MT;0;0;0;0;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P02B;2;MT;185;1;185;185;0;dokter;Non-UCP;Not;1;Not;Not;Not;0;0;4,51
P02B;2;MT;0;0;0;0;0;Hitz;Non-UCP;Not;1;Not;Not;Not;0;0;1,88
P02B;2;MT;0;0;0;0;0;Welke;Reproduction;Not;1;Not;Not;Not;0;0;5,53
P02B;2;MT;284;1;284;284;0;man;Reproduction;Not;1;Not;Not;Not;0;0;5,85
P02B;2;MT;168;1;168;168;0;in;Reproduction;Not;1;Not;Not;Not;0;0;7,36
P02B;2;MT;409;2;203;409;0;mijn;Reproduction;Not;1;Not;Not;Not;0;0;6,41
P02B;2;MT;193;1;193;193;0;schoenen;Reproduction;Error;2;Style;Minor;StyMin;1;1;4,84
P02B;2;MT;110;1;110;110;0;zou;Non-UCP;Not;1;Not;Not;Not;0;0;6,17
P02B;2;MT;439;2;193;193;1;niet;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P02B;2;MT;292;1;292;292;0;gelukkig;Non-UCP;Not;1;Not;Not;Not;0;0;5,23
P02B;2;MT;278;2;109;278;0;zijn?;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P02B;2;MT;261;1;261;261;0;vroeg;Non-UCP;Not;1;Not;Not;Not;0;0;5,35
P02B;2;MT;233;1;233;233;0;Wehling;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;329;2;172;329;0;Hij;Reproduction;Not;1;Not;Not;Not;0;0;6,7
P02B;2;MT;189;1;189;189;0;gebaarde;Reproduction;Not;1;Not;Not;Not;0;0;2,3
P02B;2;MT;176;1;176;176;0;met;Reproduction;Not;1;Not;Not;Not;0;0;7
P02B;2;MT;0;0;0;0;0;zijn;Reproduction;Not;1;Not;Not;Not;0;0;6,96
P02B;2;MT;252;1;252;252;0;handen;Reproduction;Not;1;Not;Not;Not;0;0;5,23
P02B;2;MT;0;0;0;0;0;om;Reproduction;Not;1;Not;Not;Not;0;0;6,77
P02B;2;MT;0;0;0;0;0;een;Reproduction;Not;1;Not;Not;Not;0;0;7,41
P02B;2;MT;410;2;213;213;1;zorgeloze;Reproduction;Not;1;Not;Not;Not;0;0;2,91
P02B;2;MT;633;3;221;221;2;eenvoud;Reproduction;Not;1;Not;Not;Not;0;0;3,56
P02B;2;MT;0;0;0;0;0;te;Reproduction;Not;1;Not;Not;Not;0;0;7,02
P02B;2;MT;474;2;262;262;1;symboliseren;Reproduction;Not;1;Not;Not;Not;0;0;3,25
P02B;2;MT;164;1;164;164;0;Ik;Reproduction;Not;1;Not;Not;Not;0;0;7,11
P02B;2;MT;461;2;342;461;0;hoef;Reproduction;Not;1;Not;Not;Not;0;0;4,77
P02B;2;MT;0;0;0;0;0;er;Reproduction;Not;1;Not;Not;Not;0;0;6,78
P02B;2;MT;0;0;0;0;0;alleen;Reproduction;Not;1;Not;Not;Not;0;0;6,09
P02B;2;MT;0;0;0;0;0;maar;Reproduction;Not;1;Not;Not;Not;0;0;6,77
P02B;2;MT;0;0;0;0;0;achter;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;5,59
P02B;2;MT;205;1;205;205;0;te;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;7,02
P02B;2;MT;0;0;0;0;0;komen;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;5,95
P02B;2;MT;0;0;0;0;0;welke;Non-UCP;Not;1;Not;Not;Not;0;0;5,53
P02B;2;MT;241;1;241;241;0;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P02B;2;MT;0;0;0;0;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;205;1;205;205;0;drieling;Non-UCP;Not;1;Not;Not;Not;0;0;2,87
P02B;2;MT;0;0;0;0;0;zal;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;6,04
P02B;2;MT;271;1;271;271;0;blijven;Non-UCP;Not;1;Not;Not;Not;0;0;5,66
P02B;2;MT;170;4;44;0;0;leven;Non-UCP;Not;1;Not;Not;Not;0;0;5,95
P02B;2;MT;0;0;0;0;0;dan;Non-UCP;Not;1;Not;Not;Not;0;0;6,62
P02B;2;MT;83;1;83;83;0;mijn;Non-UCP;Not;1;Not;Not;Not;0;0;6,41
P02B;2;MT;126;1;126;126;0;grootvader;Non-UCP;Not;1;Not;Not;Not;0;0;4,09
P02B;2;MT;0;0;0;0;0;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P02B;2;MT;242;1;242;242;0;moederskant;Non-UCP;Not;1;Not;Not;Not;0;0;2,21
P02B;2;MT;83;1;83;83;0;bij;Non-UCP;Not;1;Not;Not;Not;0;0;6,62
P02B;2;MT;300;2;176;176;1;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;220;1;220;220;0;Gelukkige;Non-UCP;Error;2;Style;Minor;StyMin;1;1;4,11
P02B;2;MT;242;1;242;242;0;Hooligan;Non-UCP;Error;2;Style;Minor;StyMin;1;1;2,58
P02B;2;MT;422;2;212;422;0;afleveren;Non-UCP;Not;1;Not;Not;Not;0;0;3,56
P02B;2;MT;786;2;244;244;1;en;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P02B;2;MT;0;0;0;0;0;dan;Non-UCP;Not;1;Not;Not;Not;0;0;6,62
P02B;2;MT;227;1;227;0;0;hier;Non-UCP;Not;1;Not;Not;Not;0;0;6,12
P02B;2;MT;169;1;169;169;0;terugkomen;Non-UCP;Not;1;Not;Not;Not;0;0;4,01
P02B;2;MT;353;2;233;353;0;met;Non-UCP;Not;1;Not;Not;Not;0;0;7
P02B;2;MT;242;1;242;242;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P02B;2;MT;283;1;283;0;0;reçu;Non-UCP;Not;1;Not;Not;Not;0;0;1,6
P02B;2;MT;0;0;0;0;0;Dokter;Non-UCP;Not;1;Not;Not;Not;0;0;4,51
P02B;2;MT;217;1;217;217;0;Hitz;Non-UCP;Not;1;Not;Not;Not;0;0;1,88
P02B;2;MT;170;1;170;170;0;werd;Non-UCP;Error;2;Style;Minor;StyMin;1;1;6,21
P02B;2;MT;0;0;0;0;0;nogal;Non-UCP;Error;2;Style;Minor;StyMin;1;1;4,77
P02B;2;MT;197;1;197;197;0;streng;Non-UCP;Error;2;Style;Minor;StyMin;1;1;4,12
P02B;2;MT;242;1;242;242;0;tegenover;Non-UCP;Error;2;Style;Minor;StyMin;1;1;4,79
P02B;2;MT;188;1;188;188;0;Wehling;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;126;1;126;126;0;en;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P02B;2;MT;230;1;230;230;0;torende;Non-UCP;Not;1;Not;Not;Not;0;0;1,49
P02B;2;MT;278;1;278;278;0;boven;Non-UCP;Not;1;Not;Not;Not;0;0;5,4
P02B;2;MT;0;0;0;0;0;hem;Non-UCP;Not;1;Not;Not;Not;0;0;5,91
P02B;2;MT;142;1;142;142;0;uit;Non-UCP;Not;1;Not;Not;Not;0;0;6,65
P02B;2;MT;222;1;222;222;0;Gelooft;Non-UCP;Not;1;Not;Not;Not;0;0;4,61
P02B;2;MT;284;1;284;284;0;u;Non-UCP;Not;1;Not;Not;Not;0;0;6,39
P02B;2;MT;190;1;190;190;0;niet;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P02B;2;MT;200;1;200;200;0;in;Non-UCP;Not;1;Not;Not;Not;0;0;7,36
P02B;2;MT;615;4;125;523;1;bevolkingsbeheersing;Non-UCP;Error;2;Style;Minor;StyMin;1;1;0
P02B;2;MT;140;1;140;140;0;meneer;Non-UCP;Not;1;Not;Not;Not;0;0;4,71
P02B;2;MT;174;1;174;0;0;Wehling?;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;0;0;0;0;0;vroeg;Non-UCP;Not;1;Not;Not;Not;0;0;5,35
P02B;2;MT;265;1;265;265;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P02B;2;MT;0;0;0;0;0;Ik;Reproduction;Not;1;Not;Not;Not;0;0;7,11
P02B;2;MT;0;0;0;0;0;vind;Reproduction;Not;1;Not;Not;Not;0;0;5,73
P02B;2;MT;207;1;207;207;0;het;Reproduction;Not;1;Not;Not;Not;0;0;7,49
P02B;2;MT;132;1;132;132;0;echt;Reproduction;Not;1;Not;Not;Not;0;0;6,01
P02B;2;MT;149;1;149;149;0;geweldig;Reproduction;Not;1;Not;Not;Not;0;0;5,15
P02B;2;MT;0;0;0;0;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P02B;2;MT;0;0;0;0;0;Wehling;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;395;2;225;395;0;gespannen;Reproduction;Not;1;Not;Not;Not;0;0;4,07
P02B;2;MT;0;0;0;0;0;Zou;Non-UCP;Not;1;Not;Not;Not;0;0;6,17
P02B;2;MT;0;0;0;0;0;je;Non-UCP;Not;1;Not;Not;Not;0;0;7,04
P02B;2;MT;232;1;232;232;0;terug;Non-UCP;Not;1;Not;Not;Not;0;0;5,85
P02B;2;MT;217;1;217;217;0;willen;Non-UCP;Not;1;Not;Not;Not;0;0;5,81
P02B;2;MT;0;0;0;0;0;naar;Non-UCP;Not;1;Not;Not;Not;0;0;6,65
P02B;2;MT;179;1;179;179;0;die;Non-UCP;Not;1;Not;Not;Not;0;0;6,9
P02B;2;MT;0;0;0;0;0;goeie;Reproduction;Not;1;Not;Not;Not;0;0;4,71
P02B;2;MT;0;0;0;0;0;ouwe;Reproduction;Not;1;Not;Not;Not;0;0;4,19
P02B;2;MT;207;1;207;207;0;tijd;Reproduction;Not;1;Not;Not;Not;0;0;5,97
P02B;2;MT;0;0;0;0;0;toen;Non-UCP;Not;1;Not;Not;Not;0;0;5,95
P02B;2;MT;0;0;0;0;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;192;1;192;192;0;bevolking;Non-UCP;Error;2;Fluency;Minor;FluMin;1;1;4,95
P02B;2;MT;135;1;135;135;0;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P02B;2;MT;0;0;0;0;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;337;1;337;337;0;aarde;Non-UCP;Not;1;Not;Not;Not;0;0;4,96
P02B;2;MT;154;1;154;154;0;twintig;Non-UCP;Not;1;Not;Not;Not;0;0;4,7
P02B;2;MT;121;1;121;121;0;miljard;Non-UCP;Not;1;Not;Not;Not;0;0;4,78
P02B;2;MT;0;0;0;0;0;was;Non-UCP;Error;2;Fluency;Minor;FluMin;1;1;6,61
P02B;2;MT;137;1;137;137;0;-;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;0;0;0;0;0;op;Non-UCP;Error;2;Fluency;Minor;FluMin;1;1;7,12
P02B;2;MT;0;0;0;0;0;het;Non-UCP;Not;1;Not;Not;Not;0;0;7,49
P02B;2;MT;202;1;202;202;0;punt;Non-UCP;Not;1;Not;Not;Not;0;0;5,1
P02B;2;MT;0;0;0;0;0;veertig;Non-UCP;Error;2;Fluency;Minor;FluMin;1;1;4,3
P02B;2;MT;198;1;198;198;0;miljard;Non-UCP;Error;2;Fluency;Minor;FluMin;1;1;4,78
P02B;2;MT;0;0;0;0;0;te;Non-UCP;Not;1;Not;Not;Not;0;0;7,02
P02B;2;MT;162;1;162;162;0;worden;Non-UCP;Not;1;Not;Not;Not;0;0;6,38
P02B;2;MT;169;1;169;169;0;dan;Non-UCP;Not;1;Not;Not;Not;0;0;6,62
P02B;2;MT;172;1;172;172;0;tachtig;Non-UCP;Not;1;Not;Not;Not;0;0;4,13
P02B;2;MT;102;1;102;102;0;miljard;Non-UCP;Not;1;Not;Not;Not;0;0;4,78
P02B;2;MT;0;0;0;0;0;dan;Non-UCP;Not;1;Not;Not;Not;0;0;6,62
P02B;2;MT;1125;6;212;732;2;honderdzesenzestig;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;145;1;145;145;0;miljard?;Non-UCP;Not;1;Not;Not;Not;0;0;4,78
P02B;2;MT;200;1;200;200;0;Weet;Non-UCP;Not;1;Not;Not;Not;0;0;5,89
P02B;2;MT;0;0;0;0;0;u;Non-UCP;Not;1;Not;Not;Not;0;0;6,39
P02B;2;MT;174;1;174;174;0;wat;Non-UCP;Not;1;Not;Not;Not;0;0;6,58
P02B;2;MT;0;0;0;0;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P02B;2;MT;729;4;116;429;2;drupelet;Reproduction;Error;2;Accuracy;Major;AccMaj;5;1;0
P02B;2;MT;0;0;0;0;0;is;Non-UCP;Not;1;Not;Not;Not;0;0;7,2
P02B;2;MT;134;1;134;134;0;meneer;Non-UCP;Not;1;Not;Not;Not;0;0;4,71
P02B;2;MT;211;1;211;211;0;Wehling?;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;0;0;0;0;0;vroeg;Non-UCP;Not;1;Not;Not;Not;0;0;5,35
P02B;2;MT;472;2;196;196;1;Hitz;Non-UCP;Not;1;Not;Not;Not;0;0;1,88
P02B;2;MT;106;1;106;106;0;Nee;Non-UCP;Not;1;Not;Not;Not;0;0;5,63
P02B;2;MT;395;2;239;395;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P02B;2;MT;542;3;251;485;1;Wehling;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;183;1;183;183;0;mokkend;Reproduction;Not;1;Not;Not;Not;0;0;1,59
P02B;2;MT;532;2;216;216;1;Een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P02B;2;MT;141;1;141;141;0;drupelet;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;90;1;90;90;0;meneer;Non-UCP;Not;1;Not;Not;Not;0;0;4,71
P02B;2;MT;70;1;70;70;0;Wehling;Non-UCP;Not;1;Not;Not;Not;0;0;0
P02B;2;MT;0;0;0;0;0;is;Non-UCP;Not;1;Not;Not;Not;0;0;7,2
P02B;2;MT;0;0;0;0;0;een;Reproduction;Not;1;Not;Not;Not;0;0;7,41
P02B;2;MT;0;0;0;0;0;van;Reproduction;Not;1;Not;Not;Not;0;0;7,51
P02B;2;MT;0;0;0;0;0;de;Reproduction;Not;1;Not;Not;Not;0;0;7,73
P02B;2;MT;152;2;111;111;1;kleine;Reproduction;Not;1;Not;Not;Not;0;0;5,55
P02B;2;MT;0;0;0;0;0;knopjes;Reproduction;Error;2;Accuracy;Major;AccMaj;5;1;3
P02B;2;MT;182;1;182;182;0;een;Reproduction;Not;1;Not;Not;Not;0;0;7,41
